File Name,Cores Number,Sparse Matrix,Dense Vector,Serial Algo Execution time,Row-wise Average Communication Time,Row-wise Average Computation Time,Row-wise Execution time,Row-wise Result,Column-wise Average Communication Time,Column-wise Average Computation Time,Column-wise Execution time,Column-wise Result,Non-zero elements Average Communication Time,Non-zero elements Average Computation Time,Non-zero Elements Execution time,Non-zero Elements Result,PETSc Execution time,PETSc Result
cop20k_A_mtx_k3_cores15_chunks1_cpus15,15,121192x121192,121192x3,0.241755,,,0.0921179,same,,,0.257348,same,,,0.118784,same,0.0147068,same
cop20k_A_mtx_k3_cores15_chunks3_cpus5,15,121192x121192,121192x3,0.241998,,,0.0924275,same,,,0.259862,same,,,0.123457,same,0.0144744,same
cop20k_A_mtx_k3_cores15_chunks5_cpus3,15,121192x121192,121192x3,0.241384,,,0.0919188,same,,,0.266148,same,,,0.1241,same,0.0131777,same
cop20k_A_mtx_k3_cores16_chunks1_cpus16,16,121192x121192,121192x3,0.242203,,,0.0908962,same,,,0.255882,same,,,0.119379,same,0.0141542,same
cop20k_A_mtx_k3_cores16_chunks2_cpus8,16,121192x121192,121192x3,0.241891,,,0.0907135,same,,,0.259762,same,,,0.123102,same,0.0136914,same
cop20k_A_mtx_k3_cores16_chunks4_cpus4,16,121192x121192,121192x3,0.242028,,,0.0907339,same,,,0.261575,same,,,0.122852,same,0.0219688,same
cop20k_A_mtx_k3_cores18_chunks2_cpus9,18,121192x121192,121192x3,0.220597,,,0.0788939,same,,,0.225526,same,,,0.104832,same,0.0117539,same
cop20k_A_mtx_k3_cores18_chunks3_cpus6,18,121192x121192,121192x3,0.219015,,,0.0793611,same,,,0.227482,same,,,0.103718,same,0.0116524,same
cop20k_A_mtx_k3_cores18_chunks6_cpus3,18,121192x121192,121192x3,0.219352,,,0.0787722,same,,,0.22808,same,,,0.104725,same,0.0116585,same
cop20k_A_mtx_k3_cores20_chunks2_cpus10,20,121192x121192,121192x3,0.218253,,,0.07664,same,,,0.234282,same,,,0.104312,same,0.0109333,same
cop20k_A_mtx_k3_cores20_chunks4_cpus5,20,121192x121192,121192x3,0.219722,,,0.0768989,same,,,0.233734,same,,,0.104752,same,0.0106582,same
cop20k_A_mtx_k3_cores20_chunks5_cpus4,20,121192x121192,121192x3,0.218992,,,0.076525,same,,,0.234911,same,,,0.103445,same,0.0113108,same
cop20k_A_mtx_k3_cores22_chunks2_cpus11,22,121192x121192,121192x3,0.226166,,,0.0783387,same,,,0.236951,same,,,0.10766,same,0.0103417,same
cop20k_A_mtx_k3_cores24_chunks2_cpus12,24,121192x121192,121192x3,0.227764,,,0.0773169,same,,,0.242872,same,,,0.107647,same,0.0109529,same
cop20k_A_mtx_k3_cores24_chunks3_cpus8,24,121192x121192,121192x3,0.227112,,,0.0767312,same,,,0.242513,same,,,0.107429,same,0.00991972,same
cop20k_A_mtx_k3_cores24_chunks4_cpus6,24,121192x121192,121192x3,0.227216,,,0.0771803,same,,,0.240601,same,,,0.106509,same,0.0100984,same
cop20k_A_mtx_k3_cores24_chunks6_cpus4,24,121192x121192,121192x3,0.22625,,,0.0770335,same,,,0.243131,same,,,0.106714,same,0.00997665,same
cop20k_A_mtx_k3_cores25_chunks5_cpus5,25,121192x121192,121192x3,0.233768,,,0.0806996,same,,,0.25255,same,,,0.117328,same,0.0102576,same
cop20k_A_mtx_k3_cores26_chunks2_cpus13,26,121192x121192,121192x3,0.233541,,,0.079444,same,,,0.24968,same,,,0.117026,same,0.0118855,same
cop20k_A_mtx_k3_cores27_chunks3_cpus9,27,121192x121192,121192x3,0.218601,,,0.072878,same,,,0.227626,same,,,0.101998,same,0.0127743,same
cop20k_A_mtx_k3_cores28_chunks2_cpus14,28,121192x121192,121192x3,0.23509,,,0.0778394,same,,,0.257186,same,,,0.110151,same,0.0105985,same
cop20k_A_mtx_k3_cores28_chunks4_cpus7,28,121192x121192,121192x3,0.234071,,,0.0779538,same,,,0.252957,same,,,0.111019,same,0.0102442,same
cop20k_A_mtx_k3_cores2_chunks1_cpus2,2,121192x121192,121192x3,0.19668,,,0.123167,same,,,0.148361,same,,,0.13904,same,0.0234346,same
cop20k_A_mtx_k3_cores30_chunks2_cpus15,30,121192x121192,121192x3,0.241454,,,0.0802464,same,,,0.264878,same,,,0.119384,same,0.0122329,same
cop20k_A_mtx_k3_cores30_chunks3_cpus10,30,121192x121192,121192x3,0.219578,,,0.0714214,same,,,0.236127,same,,,0.101366,same,0.0117123,same
cop20k_A_mtx_k3_cores30_chunks5_cpus6,30,121192x121192,121192x3,0.220264,,,0.0707949,same,,,0.236281,same,,,0.10112,same,0.00993431,same
cop20k_A_mtx_k3_cores30_chunks6_cpus5,30,121192x121192,121192x3,0.241628,,,0.0803671,same,,,0.261942,same,,,0.114469,same,0.0101647,same
cop20k_A_mtx_k3_cores32_chunks2_cpus16,32,121192x121192,121192x3,0.241866,,,0.078964,same,,,0.266874,same,,,0.116111,same,0.00972659,same
cop20k_A_mtx_k3_cores32_chunks4_cpus8,32,121192x121192,121192x3,0.241702,,,0.0790025,same,,,0.269825,same,,,0.119399,same,0.00890478,same
cop20k_A_mtx_k3_cores33_chunks3_cpus11,33,121192x121192,121192x3,0.228478,,,0.0754734,same,,,0.239214,same,,,0.104648,same,0.0112997,same
cop20k_A_mtx_k3_cores36_chunks3_cpus12,36,121192x121192,121192x3,0.227561,,,0.073425,same,,,0.247695,same,,,0.10439,same,0.0149693,same
cop20k_A_mtx_k3_cores36_chunks4_cpus9,36,121192x121192,121192x3,0.218867,,,0.0696667,same,,,0.233771,same,,,0.102277,same,0.0105584,same
cop20k_A_mtx_k3_cores36_chunks6_cpus6,36,121192x121192,121192x3,0.22652,,,0.0722032,same,,,0.246889,same,,,0.104479,same,0.0108821,same
cop20k_A_mtx_k3_cores39_chunks3_cpus13,39,121192x121192,121192x3,0.235056,,,0.0743926,same,,,0.249786,same,,,0.108698,same,0.011776,same
cop20k_A_mtx_k3_cores3_chunks1_cpus3,3,121192x121192,121192x3,0.197033,,,0.105302,same,,,0.111172,same,,,0.122062,same,0.0200984,same
cop20k_A_mtx_k3_cores40_chunks4_cpus10,40,121192x121192,121192x3,0.219121,,,0.068776,same,,,0.23979,same,,,0.100156,same,0.0116974,same
cop20k_A_mtx_k3_cores42_chunks3_cpus14,42,121192x121192,121192x3,0.234147,,,0.07357,same,,,0.258537,same,,,0.109965,same,0.0113087,same
cop20k_A_mtx_k3_cores42_chunks6_cpus7,42,121192x121192,121192x3,0.234738,,,0.0738209,same,,,0.258105,same,,,0.113849,same,0.0102232,same
cop20k_A_mtx_k3_cores44_chunks4_cpus11,44,121192x121192,121192x3,0.226705,,,0.0703005,same,,,0.242922,same,,,0.105456,same,0.0107303,same
cop20k_A_mtx_k3_cores45_chunks3_cpus15,45,121192x121192,121192x3,0.241855,,,0.0757851,same,,,0.269479,same,,,0.116586,same,0.0098895,same
cop20k_A_mtx_k3_cores45_chunks5_cpus9,45,121192x121192,121192x3,0.235109,,,0.0751768,same,,,0.244303,same,,,0.110895,same,0.0078807,same
cop20k_A_mtx_k3_cores48_chunks3_cpus16,48,121192x121192,121192x3,0.242349,,,0.0785351,same,,,0.269604,same,,,0.11686,same,0.011427,same
cop20k_A_mtx_k3_cores48_chunks4_cpus12,48,121192x121192,121192x3,0.228221,,,0.0713769,same,,,0.251048,same,,,0.104028,same,0.0120593,same
cop20k_A_mtx_k3_cores48_chunks6_cpus8,48,121192x121192,121192x3,0.243315,,,0.0748444,same,,,0.265617,same,,,0.116222,same,0.00931934,same
cop20k_A_mtx_k3_cores4_chunks1_cpus4,4,121192x121192,121192x3,0.195761,,,0.102918,same,,,0.202937,same,,,0.113087,same,0.0184118,same
cop20k_A_mtx_k3_cores4_chunks2_cpus2,4,121192x121192,121192x3,0.197069,,,0.104084,same,,,0.202633,same,,,0.113394,same,0.0198963,same
cop20k_A_mtx_k3_cores50_chunks5_cpus10,50,121192x121192,121192x3,0.218598,,,0.0662807,same,,,0.24174,same,,,0.0988375,same,0.00898757,same
cop20k_A_mtx_k3_cores52_chunks4_cpus13,52,121192x121192,121192x3,0.235197,,,0.0718649,same,,,0.254419,same,,,0.110965,same,0.00984611,same
cop20k_A_mtx_k3_cores54_chunks6_cpus9,54,121192x121192,121192x3,0.218791,,,0.0677789,same,,,0.237316,same,,,0.0989537,same,0.00872331,same
cop20k_A_mtx_k3_cores55_chunks5_cpus11,55,121192x121192,121192x3,0.22583,,,0.0684042,same,,,0.245992,same,,,0.102819,same,0.0101598,same
cop20k_A_mtx_k3_cores56_chunks4_cpus14,56,121192x121192,121192x3,0.234606,,,0.0716088,same,,,0.271229,same,,,0.113412,same,0.00898371,same
cop20k_A_mtx_k3_cores5_chunks1_cpus5,5,121192x121192,121192x3,0.208536,,,0.110099,same,,,0.206963,same,,,0.114899,same,0.0188079,same
cop20k_A_mtx_k3_cores60_chunks4_cpus15,60,121192x121192,121192x3,0.241632,,,0.0732069,same,,,0.280125,same,,,0.115919,same,0.00939956,same
cop20k_A_mtx_k3_cores60_chunks5_cpus12,60,121192x121192,121192x3,0.226531,,,0.0683611,same,,,0.254271,same,,,0.103122,same,0.00860488,same
cop20k_A_mtx_k3_cores60_chunks6_cpus10,60,121192x121192,121192x3,0.218815,,,0.0652631,same,,,0.253581,same,,,0.0997631,same,0.00914298,same
cop20k_A_mtx_k3_cores64_chunks4_cpus16,64,121192x121192,121192x3,0.241231,,,0.0781099,same,,,0.276655,same,,,0.116658,same,0.00852538,same
cop20k_A_mtx_k3_cores65_chunks5_cpus13,65,121192x121192,121192x3,0.233546,,,0.0720408,same,,,0.262345,same,,,0.110419,same,0.00963332,same
cop20k_A_mtx_k3_cores66_chunks6_cpus11,66,121192x121192,121192x3,0.228402,,,0.0690014,same,,,0.254529,same,,,0.106639,same,0.00920434,same
cop20k_A_mtx_k3_cores6_chunks1_cpus6,6,121192x121192,121192x3,0.206489,,,0.105878,same,,,0.214483,same,,,0.110272,same,0.0193647,same
cop20k_A_mtx_k3_cores6_chunks2_cpus3,6,121192x121192,121192x3,0.206872,,,0.106087,same,,,0.213548,same,,,0.111251,same,0.019131,same
cop20k_A_mtx_k3_cores6_chunks3_cpus2,6,121192x121192,121192x3,0.206882,,,0.105895,same,,,0.214026,same,,,0.1109,same,0.0182599,same
cop20k_A_mtx_k3_cores70_chunks5_cpus14,70,121192x121192,121192x3,0.234884,,,0.0713202,same,,,0.267034,same,,,0.11076,same,0.00772813,same
cop20k_A_mtx_k3_cores72_chunks6_cpus12,72,121192x121192,121192x3,0.228644,,,0.0702855,same,,,0.260741,same,,,0.107579,same,0.00887591,same
cop20k_A_mtx_k3_cores75_chunks5_cpus15,75,121192x121192,121192x3,0.241667,,,0.0793789,same,,,0.280228,same,,,0.113577,same,0.00820822,same
cop20k_A_mtx_k3_cores78_chunks6_cpus13,78,121192x121192,121192x3,0.233555,,,0.0737307,same,,,0.262865,same,,,0.109889,same,0.00951029,same
cop20k_A_mtx_k3_cores7_chunks1_cpus7,7,121192x121192,121192x3,0.212441,,,0.103367,same,,,0.217713,same,,,0.112262,same,0.0173305,same
cop20k_A_mtx_k3_cores80_chunks5_cpus16,80,121192x121192,121192x3,0.241764,,,0.0789075,same,,,0.279427,same,,,0.114852,same,0.00881441,same
cop20k_A_mtx_k3_cores84_chunks6_cpus14,84,121192x121192,121192x3,0.237482,,,0.0749862,same,,,0.270423,same,,,0.110252,same,0.00734279,same
cop20k_A_mtx_k3_cores8_chunks1_cpus8,8,121192x121192,121192x3,0.212648,,,0.0982038,same,,,0.221776,same,,,0.110302,same,0.0158582,same
cop20k_A_mtx_k3_cores8_chunks2_cpus4,8,121192x121192,121192x3,0.213801,,,0.0968424,same,,,0.222796,same,,,0.113066,same,0.014563,same
cop20k_A_mtx_k3_cores8_chunks4_cpus2,8,121192x121192,121192x3,0.214766,,,0.0977365,same,,,0.222444,same,,,0.110183,same,0.0169827,same
cop20k_A_mtx_k3_cores90_chunks6_cpus15,90,121192x121192,121192x3,0.241167,,,0.0815921,same,,,0.285184,same,,,0.113305,same,0.00725349,same
cop20k_A_mtx_k3_cores96_chunks6_cpus16,96,121192x121192,121192x3,0.24207,,,0.0789529,same,,,0.284067,same,,,0.112883,same,0.00696765,same
cop20k_A_mtx_k3_cores9_chunks1_cpus9,9,121192x121192,121192x3,0.220245,,,0.09884,same,,,0.225706,same,,,0.112645,same,0.0161702,same
cop20k_A_mtx_k3_cores9_chunks3_cpus3,9,121192x121192,121192x3,0.218909,,,0.0963498,same,,,0.22331,same,,,0.115141,same,0.0161904,same
cop20k_A_mtx_k6_cores10_chunks1_cpus10,10,121192x121192,121192x6,0.374975,,,0.123791,same,,,0.449646,same,,,0.134966,same,0.0262159,same
cop20k_A_mtx_k6_cores10_chunks2_cpus5,10,121192x121192,121192x6,0.373251,,,0.124375,same,,,0.441593,same,,,0.135669,same,0.0260472,same
cop20k_A_mtx_k6_cores10_chunks5_cpus2,10,121192x121192,121192x6,0.371514,,,0.123904,same,,,0.447378,same,,,0.134939,same,0.0252963,same
cop20k_A_mtx_k6_cores11_chunks1_cpus11,11,121192x121192,121192x6,0.382774,,,0.124172,same,,,0.452875,same,,,0.136494,same,0.0255413,same
cop20k_A_mtx_k6_cores12_chunks1_cpus12,12,121192x121192,121192x6,0.385262,,,0.119131,same,,,0.465575,same,,,0.13553,same,0.0237838,same
cop20k_A_mtx_k6_cores12_chunks2_cpus6,12,121192x121192,121192x6,0.384386,,,0.119893,same,,,0.456543,same,,,0.135798,same,0.0220143,same
cop20k_A_mtx_k6_cores12_chunks3_cpus4,12,121192x121192,121192x6,0.38458,,,0.11915,same,,,0.460395,same,,,0.128962,same,0.0231507,same
cop20k_A_mtx_k6_cores12_chunks4_cpus3,12,121192x121192,121192x6,0.385175,,,0.120485,same,,,0.458259,same,,,0.135983,same,0.0243819,same
cop20k_A_mtx_k6_cores12_chunks6_cpus2,12,121192x121192,121192x6,0.384128,,,0.119347,same,,,0.458288,same,,,0.130414,same,0.021995,same
cop20k_A_mtx_k6_cores13_chunks1_cpus13,13,121192x121192,121192x6,0.398841,,,0.125148,same,,,0.46092,same,,,0.139988,same,0.0231631,same
cop20k_A_mtx_k6_cores14_chunks1_cpus14,14,121192x121192,121192x6,0.398376,,,0.121868,same,,,0.468949,same,,,0.138048,same,0.0232534,same
cop20k_A_mtx_k6_cores14_chunks2_cpus7,14,121192x121192,121192x6,0.396841,,,0.121135,same,,,0.474857,same,,,0.137182,same,0.0237057,same
cop20k_A_mtx_k6_cores15_chunks1_cpus15,15,121192x121192,121192x6,0.410084,,,0.11881,same,,,0.482652,same,,,0.135563,same,0.021621,same
cop20k_A_mtx_k6_cores15_chunks3_cpus5,15,121192x121192,121192x6,0.438448,,,0.183205,same,,,0.541883,same,,,0.196561,same,0.0218138,same
cop20k_A_mtx_k6_cores15_chunks5_cpus3,15,121192x121192,121192x6,0.409951,,,0.125196,same,,,0.483278,same,,,0.13843,same,0.0217088,same
cop20k_A_mtx_k6_cores16_chunks1_cpus16,16,121192x121192,121192x6,0.410961,,,0.116039,same,,,0.485536,same,,,0.134787,same,0.0214271,same
cop20k_A_mtx_k6_cores16_chunks2_cpus8,16,121192x121192,121192x6,0.411659,,,0.116227,same,,,0.488529,same,,,0.135664,same,0.020061,same
cop20k_A_mtx_k6_cores16_chunks4_cpus4,16,121192x121192,121192x6,0.411113,,,0.123474,same,,,0.487365,same,,,0.13861,same,0.0213842,same
cop20k_A_mtx_k6_cores18_chunks2_cpus9,18,121192x121192,121192x6,0.372924,,,0.102038,same,,,0.442279,same,,,0.129237,same,0.0186783,same
cop20k_A_mtx_k6_cores18_chunks3_cpus6,18,121192x121192,121192x6,0.371607,,,0.0998385,same,,,0.426615,same,,,0.126299,same,0.0161237,same
cop20k_A_mtx_k6_cores18_chunks6_cpus3,18,121192x121192,121192x6,0.371044,,,0.0987747,same,,,0.434873,same,,,0.125689,same,0.0172428,same
cop20k_A_mtx_k6_cores20_chunks2_cpus10,20,121192x121192,121192x6,0.371114,,,0.0962537,same,,,0.440058,same,,,0.126363,same,0.015965,same
cop20k_A_mtx_k6_cores20_chunks4_cpus5,20,121192x121192,121192x6,0.372178,,,0.0959908,same,,,0.443495,same,,,0.127063,same,0.0167491,same
cop20k_A_mtx_k6_cores20_chunks5_cpus4,20,121192x121192,121192x6,0.37236,,,0.0964415,same,,,0.433334,same,,,0.126739,same,0.0163245,same
cop20k_A_mtx_k6_cores22_chunks2_cpus11,22,121192x121192,121192x6,0.385672,,,0.0979762,same,,,0.447589,same,,,0.126638,same,0.0171575,same
cop20k_A_mtx_k6_cores24_chunks2_cpus12,24,121192x121192,121192x6,0.383977,,,0.0954523,same,,,0.466295,same,,,0.124809,same,0.0161192,same
cop20k_A_mtx_k6_cores24_chunks3_cpus8,24,121192x121192,121192x6,0.385981,,,0.0951934,same,,,0.461184,same,,,0.1252,same,0.0175294,same
cop20k_A_mtx_k6_cores24_chunks4_cpus6,24,121192x121192,121192x6,0.384712,,,0.0949871,same,,,0.463988,same,,,0.125642,same,0.0164489,same
cop20k_A_mtx_k6_cores24_chunks6_cpus4,24,121192x121192,121192x6,0.383154,,,0.0949549,same,,,0.464103,same,,,0.127747,same,0.0164204,same
cop20k_A_mtx_k6_cores25_chunks5_cpus5,25,121192x121192,121192x6,0.39625,,,0.103337,same,,,0.462435,same,,,0.131419,same,0.018925,same
cop20k_A_mtx_k6_cores26_chunks2_cpus13,26,121192x121192,121192x6,0.39786,,,0.10518,same,,,0.463886,same,,,0.127229,same,0.0162907,same
cop20k_A_mtx_k6_cores27_chunks3_cpus9,27,121192x121192,121192x6,0.37472,,,0.0890904,same,,,0.428368,same,,,0.124039,same,0.0149359,same
cop20k_A_mtx_k6_cores28_chunks2_cpus14,28,121192x121192,121192x6,0.397617,,,0.0951557,same,,,0.478243,same,,,0.128486,same,0.0160569,same
cop20k_A_mtx_k6_cores28_chunks4_cpus7,28,121192x121192,121192x6,0.397354,,,0.0956093,same,,,0.47443,same,,,0.128286,same,0.0142412,same
cop20k_A_mtx_k6_cores2_chunks1_cpus2,2,121192x121192,121192x6,0.330188,,,0.180178,same,,,0.221335,same,,,0.183396,same,0.0402099,same
cop20k_A_mtx_k6_cores30_chunks2_cpus15,30,121192x121192,121192x6,0.411226,,,0.104976,same,,,0.497963,same,,,0.130676,same,0.0149742,same
cop20k_A_mtx_k6_cores30_chunks3_cpus10,30,121192x121192,121192x6,0.371262,,,0.0873553,same,,,0.472466,same,,,0.117898,same,0.0150934,same
cop20k_A_mtx_k6_cores30_chunks5_cpus6,30,121192x121192,121192x6,0.370144,,,0.0882269,same,,,0.448735,same,,,0.121374,same,0.0145002,same
cop20k_A_mtx_k6_cores30_chunks6_cpus5,30,121192x121192,121192x6,0.409278,,,0.0975681,same,,,0.48793,same,,,0.127382,same,0.0144593,same
cop20k_A_mtx_k6_cores32_chunks2_cpus16,32,121192x121192,121192x6,0.410589,,,0.104548,same,,,0.492996,same,,,0.129471,same,0.0153463,same
cop20k_A_mtx_k6_cores32_chunks4_cpus8,32,121192x121192,121192x6,0.410961,,,0.0953146,same,,,0.494156,same,,,0.131283,same,0.013392,same
cop20k_A_mtx_k6_cores33_chunks3_cpus11,33,121192x121192,121192x6,0.383938,,,0.0884492,same,,,0.450745,same,,,0.12226,same,0.0156275,same
cop20k_A_mtx_k6_cores36_chunks3_cpus12,36,121192x121192,121192x6,0.386234,,,0.087132,same,,,0.465997,same,,,0.122738,same,0.0150696,same
cop20k_A_mtx_k6_cores36_chunks4_cpus9,36,121192x121192,121192x6,0.375003,,,0.0832973,same,,,0.43311,same,,,0.120436,same,0.014737,same
cop20k_A_mtx_k6_cores36_chunks6_cpus6,36,121192x121192,121192x6,0.383814,,,0.0875388,same,,,0.463452,same,,,0.121466,same,0.0141001,same
cop20k_A_mtx_k6_cores39_chunks3_cpus13,39,121192x121192,121192x6,0.398527,,,0.0893996,same,,,0.476673,same,,,0.12547,same,0.0149308,same
cop20k_A_mtx_k6_cores3_chunks1_cpus3,3,121192x121192,121192x6,0.331638,,,0.147332,same,,,0.183082,same,,,0.155158,same,0.033848,same
cop20k_A_mtx_k6_cores40_chunks4_cpus10,40,121192x121192,121192x6,0.371461,,,0.0823616,same,,,0.45547,same,,,0.116384,same,0.0154338,same
cop20k_A_mtx_k6_cores42_chunks3_cpus14,42,121192x121192,121192x6,0.398949,,,0.0875241,same,,,0.476582,same,,,0.124927,same,0.0155913,same
cop20k_A_mtx_k6_cores42_chunks6_cpus7,42,121192x121192,121192x6,0.397654,,,0.0879405,same,,,0.477008,same,,,0.124759,same,0.0153767,same
cop20k_A_mtx_k6_cores44_chunks4_cpus11,44,121192x121192,121192x6,0.385485,,,0.0841338,same,,,0.45956,same,,,0.120873,same,0.011695,same
cop20k_A_mtx_k6_cores45_chunks3_cpus15,45,121192x121192,121192x6,0.410325,,,0.0905816,same,,,0.502564,same,,,0.129044,same,0.0133928,same
cop20k_A_mtx_k6_cores45_chunks5_cpus9,45,121192x121192,121192x6,0.373926,,,0.0802077,same,,,0.447691,same,,,0.116706,same,0.0119971,same
cop20k_A_mtx_k6_cores48_chunks3_cpus16,48,121192x121192,121192x6,0.410779,,,0.0893667,same,,,0.492292,same,,,0.12819,same,0.0157088,same
cop20k_A_mtx_k6_cores48_chunks4_cpus12,48,121192x121192,121192x6,0.385753,,,0.0829925,same,,,0.471015,same,,,0.119366,same,0.0115848,same
cop20k_A_mtx_k6_cores48_chunks6_cpus8,48,121192x121192,121192x6,0.411195,,,0.0900433,same,,,0.496294,same,,,0.128773,same,0.0119702,same
cop20k_A_mtx_k6_cores4_chunks1_cpus4,4,121192x121192,121192x6,0.330871,,,0.146079,same,,,0.228469,same,,,0.140679,same,0.0328337,same
cop20k_A_mtx_k6_cores4_chunks2_cpus2,4,121192x121192,121192x6,0.329055,,,0.145767,same,,,0.225296,same,,,0.138922,same,0.0278984,same
cop20k_A_mtx_k6_cores50_chunks5_cpus10,50,121192x121192,121192x6,0.371796,,,0.0801849,same,,,0.464705,same,,,0.11514,same,0.0105266,same
cop20k_A_mtx_k6_cores52_chunks4_cpus13,52,121192x121192,121192x6,0.399178,,,0.0848524,same,,,0.474769,same,,,0.12403,same,0.0138607,same
cop20k_A_mtx_k6_cores54_chunks6_cpus9,54,121192x121192,121192x6,0.371534,,,0.0781959,same,,,0.439922,same,,,0.118087,same,0.0123241,same
cop20k_A_mtx_k6_cores55_chunks5_cpus11,55,121192x121192,121192x6,0.386801,,,0.0816557,same,,,0.465426,same,,,0.120073,same,0.0102496,same
cop20k_A_mtx_k6_cores56_chunks4_cpus14,56,121192x121192,121192x6,0.397437,,,0.0841361,same,,,0.485309,same,,,0.123815,same,0.0124795,same
cop20k_A_mtx_k6_cores5_chunks1_cpus5,5,121192x121192,121192x6,0.349084,,,0.157805,same,,,0.175813,same,,,0.139466,same,0.0343313,same
cop20k_A_mtx_k6_cores60_chunks4_cpus15,60,121192x121192,121192x6,0.410477,,,0.0862774,same,,,0.507444,same,,,0.127837,same,0.0134501,same
cop20k_A_mtx_k6_cores60_chunks5_cpus12,60,121192x121192,121192x6,0.385709,,,0.0799278,same,,,0.466863,same,,,0.118631,same,0.011306,same
cop20k_A_mtx_k6_cores60_chunks6_cpus10,60,121192x121192,121192x6,0.37015,,,0.0775882,same,,,0.463458,same,,,0.113575,same,0.0107326,same
cop20k_A_mtx_k6_cores64_chunks4_cpus16,64,121192x121192,121192x6,0.411362,,,0.0869722,same,,,0.491676,same,,,0.122187,same,0.0122968,same
cop20k_A_mtx_k6_cores65_chunks5_cpus13,65,121192x121192,121192x6,0.399827,,,0.0903516,same,,,0.467413,same,,,0.121002,same,0.013219,same
cop20k_A_mtx_k6_cores66_chunks6_cpus11,66,121192x121192,121192x6,0.387774,,,0.0882132,same,,,0.459058,same,,,0.116721,same,0.00986204,same
cop20k_A_mtx_k6_cores6_chunks1_cpus6,6,121192x121192,121192x6,0.350257,,,0.149026,same,,,0.133787,same,,,0.132986,same,0.0316466,same
cop20k_A_mtx_k6_cores6_chunks2_cpus3,6,121192x121192,121192x6,0.349868,,,0.15672,same,,,0.138645,same,,,0.132414,same,0.0301327,same
cop20k_A_mtx_k6_cores6_chunks3_cpus2,6,121192x121192,121192x6,0.348016,,,0.152457,same,,,0.134444,same,,,0.133158,same,0.0336646,same
cop20k_A_mtx_k6_cores70_chunks5_cpus14,70,121192x121192,121192x6,0.397907,,,0.089648,same,,,0.48821,same,,,0.121416,same,0.00935423,same
cop20k_A_mtx_k6_cores72_chunks6_cpus12,72,121192x121192,121192x6,0.383687,,,0.0795101,same,,,0.475242,same,,,0.117531,same,0.00917358,same
cop20k_A_mtx_k6_cores75_chunks5_cpus15,75,121192x121192,121192x6,0.435006,,,0.0908456,same,,,0.511191,same,,,0.125116,same,0.0120453,same
cop20k_A_mtx_k6_cores78_chunks6_cpus13,78,121192x121192,121192x6,0.397667,,,0.0898688,same,,,0.471191,same,,,0.121236,same,0.0119913,same
cop20k_A_mtx_k6_cores7_chunks1_cpus7,7,121192x121192,121192x6,0.359757,,,0.142814,same,,,0.423302,same,,,0.137689,same,0.0340668,same
cop20k_A_mtx_k6_cores80_chunks5_cpus16,80,121192x121192,121192x6,0.410127,,,0.091946,same,,,0.499597,same,,,0.124748,same,0.0131206,same
cop20k_A_mtx_k6_cores84_chunks6_cpus14,84,121192x121192,121192x6,0.397932,,,0.0890416,same,,,0.492695,same,,,0.121237,same,0.0115984,same
cop20k_A_mtx_k6_cores8_chunks1_cpus8,8,121192x121192,121192x6,0.362315,,,0.133222,same,,,0.420747,same,,,0.129744,same,0.0293033,same
cop20k_A_mtx_k6_cores8_chunks2_cpus4,8,121192x121192,121192x6,0.359883,,,0.13239,same,,,0.434522,same,,,0.135231,same,0.0270111,same
cop20k_A_mtx_k6_cores8_chunks4_cpus2,8,121192x121192,121192x6,0.358902,,,0.133591,same,,,0.42884,same,,,0.129081,same,0.0281171,same
cop20k_A_mtx_k6_cores90_chunks6_cpus15,90,121192x121192,121192x6,0.409471,,,0.0921471,same,,,0.511844,same,,,0.125259,same,0.0123119,same
cop20k_A_mtx_k6_cores96_chunks6_cpus16,96,121192x121192,121192x6,0.410717,,,0.0915856,same,,,0.504914,same,,,0.124899,same,0.0105608,same
cop20k_A_mtx_k6_cores9_chunks1_cpus9,9,121192x121192,121192x6,0.371671,,,0.129571,same,,,0.437794,same,,,0.137354,same,0.0266905,same
cop20k_A_mtx_k6_cores9_chunks3_cpus3,9,121192x121192,121192x6,0.37094,,,0.132262,same,,,0.431096,same,,,0.131255,same,0.0262856,same
